exchange,shortName,industryID,industryIDv2,industry,industryEn,establishedYear,noEmployees,noShareholders,foreignPercent,website,stockRating,deltaInWeek,deltaInMonth,deltaInYear,outstandingShare,issueShare,companyType,ticker
HOSE,Vietnam Airlines,257,5751,Du lịch và Giải trí,Travel & Leisure,2010,18250,41554,0.059,https://www.vietnamairlines.com/vn/vi/home,3.5,-0.025,-0.019,-0.198,2214.4,2214.4,CT,HVN
